Файл,Лист,Строка,Тип кампании,Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,ID фразы,Фраза (с минус-словами),ID объявления,Заголовок 1,Заголовок 2,Текст,Комб.Заголовок 1,Заголовок 2__1,Заголовок 3,Заголовок 4,Заголовок 5,Заголовок 6,Заголовок 7,Текст 1,Текст 2,Текст 3,Длина заголовка 1,Длина заголовка 2,Длина заголовка 3,Длина заголовка 4,Длина заголовка 5,Длина заголовка 6,Длина заголовка 7,Длина текста 1,Длина текста 2,Длина текста 3,Изображение 1,Изображение 2,Изображение 3,Изображение 4,Изображение 5,Вертикальное видео 1,Вертикальное видео 2,Квадратное видео 1,Квадратное видео 2,Горизонтальное видео 1,Горизонтальное видео 2,Статус модерации ассетов,Ссылка,Отображаемая ссылка,Организация Яндекс.Справочника,Регион,Автоставка,Ставка,Ставка в сетях,Статус объявления,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Уточнения,Минус-фразы на группу,Возрастные ограничения,Комб.Продвижение приложений: настройки на группу,Ссылка на приложение в магазине,Тип устройства,Тип связи,Версия ОС,Трекинговая ссылка,Иконка,Рейтинг,Количество оценок,Цена
710718813.xlsx,Тексты,421,Единая перфоманс-кампания,+,Комбинаторное,-,5768577971,Фармацевтика (Автотаргетинг),9,,,17769367804,,,,Инструкция-вкладыш. Печать инструкций спб,Инструкция-вкладыш. Сертификаты.,,,,,,Печать инструкций-вкладышей с фальцовкой. Плотность бумаги 45-70 г/м².,,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4034182/n9xSAvW0ZeKAuY3McI0UuA,https://direct.yandex.ru/images/direct/4569562/3BqPsnN28f2CIZG23hFTDQ,https://direct.yandex.ru/images/direct/5252717/Mf1X4bwI0LL7t3sZ7KfUJQ,https://direct.yandex.ru/images/direct/5235809/yGGPmyX_BZG2mVKXlTPkgg,https://direct.yandex.ru/images/direct/5356422/JQC8zIrTdN64ZsiRqnRNQQ,,,,,,,,https://printyard.spb.ru/industries/pharma,,205929759852,,-,,,Остановлено,,Портфолио фарма||Коробки для лекарств||GMP-упаковка||Инструкции и вкладыши||О компании||Контакты||||,Примеры упаковки для фармацевтики||Картонные коробки для препаратов||Производство по стандарту GMP||Печать медицинских инструкций||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,GMP-стандарт производства||Картон и микрогофра||Тиснение и конгрев||Тиражи от 5000 штук||Соответствие ГОСТ и GMP||Инструкция-вкладыш|| ГОСТ Р ИСО 15378-2017,,,,,,,,,,,,
710718813.xlsx,Тексты,422,Единая перфоманс-кампания,+,Комбинаторное,-,5768577971,Фармацевтика (Автотаргетинг),9,,,1914118185893042922,,,,Упаковка для фармацевтики спб,Упаковка для фармы по ГОСТ Р ИСО 15378-2017,Фармацевтическая упаковка,Упаковка по ГОСТ Р ИСО 15378-2017,Упаковка для таблеток,Упаковка для мед препаратов,Упаковка для БАД,Картонные коробки и пачки для лекарств.,"Печать инструкций, вкладышей.",Собственный дизайн. Доставка по РФ.,,,,,,,,,,,https://direct.yandex.ru/images/direct/5146930/NG7tQSmq0YzLlCZTO167Nw,https://direct.yandex.ru/images/direct/5217654/ErcqaAVcXut8d1ep7YG15A,https://direct.yandex.ru/images/direct/5424235/QYIcToXYp9a0jIKjmUg2Aw,https://direct.yandex.ru/images/direct/5257964/oL7geGe8U6jK-8nu73-xzw,https://direct.yandex.ru/images/direct/5263930/ml1m9ds_6QYtQV4R0N6QCw,,,,,1162520029,,,https://printyard.spb.ru/industries/pharma,,205929759852,,-,,,Остановлено,,Портфолио фарма||Коробки для лекарств||GMP-упаковка||Инструкции и вкладыши||О компании||Контакты||||,Примеры упаковки для фармацевтики||Картонные коробки для препаратов||Производство по стандарту GMP||Печать медицинских инструкций||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,GMP-стандарт производства||Картон и микрогофра||Тиснение и конгрев||Тиражи от 5000 штук||Соответствие ГОСТ и GMP||Инструкция-вкладыш|| ГОСТ Р ИСО 15378-2017,,,,,,,,,,,,
710718813.xlsx,Тексты,423,Единая перфоманс-кампания,+,Комбинаторное,-,5768577971,Фармацевтика (Автотаргетинг),9,,,1914118185893042923,,,,GMP упаковка по ГОСТ Р ИСО 15378-2017,GMP упаковка СПб,GMP картонная упаковка по ГОСТ Р ИСО 15378-2017,GMP упаковка от производителя по ГОСТ Р ИСО 15378-2017,GMP упаковка от производителя,Производство GMP упаковки по ГОСТ Р ИСО 15378-2017,Производство GMP упаковки в СПб,Производство упаковки по ГОСТ Р ИСО 15378-2017,"Первичная упаковка (блистеры, флаконы, ампулы)","Вторичная упаковка (картонные коробки, этикетки)",,,,,,,,,,,https://direct.yandex.ru/images/direct/4080497/djZrEtYAQl7k6EDtsQFVDg,https://direct.yandex.ru/images/direct/5257964/oL7geGe8U6jK-8nu73-xzw,https://direct.yandex.ru/images/direct/5424235/QYIcToXYp9a0jIKjmUg2Aw,https://direct.yandex.ru/images/direct/5146930/NG7tQSmq0YzLlCZTO167Nw,https://direct.yandex.ru/images/direct/5217654/ErcqaAVcXut8d1ep7YG15A,,,,,1162520029,,,https://printyard.spb.ru/industries/pharma,,205929759852,,-,,,Остановлено,,Портфолио фарма||Коробки для лекарств||GMP-упаковка||Инструкции и вкладыши||О компании||Контакты||||,Примеры упаковки для фармацевтики||Картонные коробки для препаратов||Производство по стандарту GMP||Печать медицинских инструкций||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,GMP-стандарт производства||Картон и микрогофра||Тиснение и конгрев||Тиражи от 5000 штук||Соответствие ГОСТ и GMP||Инструкция-вкладыш|| ГОСТ Р ИСО 15378-2017,,,,,,,,,,,,
710718813.xlsx,Тексты,424,Единая перфоманс-кампания,+,Комбинаторное,-,5768577971,Фармацевтика (Автотаргетинг),9,,,1914118185893042924,,,,#Печать инструкций медицинских спб#,#Печать инструкций#,#Инструкции медицинские#,#Инструкция вкладыш#,#Вкладыш фармацевтический#,#Вкладыш для таблеток#,#Вкладыш для лекарств#,"Печать медицинских инструкций, вкладышей.","Мелкий шрифт, фальцовка. Бумага офсетная, газетная.",Срочные тиражи.,,,,,,,,,,,https://direct.yandex.ru/images/direct/5361513/JrdF9MAi5awcyUulH2aX2A,https://direct.yandex.ru/images/direct/5022983/0UAEH_vRbySCpQBci9Uchw,https://direct.yandex.ru/images/direct/5252717/Mf1X4bwI0LL7t3sZ7KfUJQ,https://direct.yandex.ru/images/direct/5356422/JQC8zIrTdN64ZsiRqnRNQQ,https://direct.yandex.ru/images/direct/5235809/yGGPmyX_BZG2mVKXlTPkgg,,,,,,,,https://printyard.spb.ru/industries/pharma,,205929759852,,-,,,Остановлено,,Портфолио фарма||Коробки для лекарств||GMP-упаковка||Инструкции и вкладыши||О компании||Контакты||||,Примеры упаковки для фармацевтики||Картонные коробки для препаратов||Производство по стандарту GMP||Печать медицинских инструкций||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/portfolio/pharma||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,GMP-стандарт производства||Картон и микрогофра||Тиснение и конгрев||Тиражи от 5000 штук||Соответствие ГОСТ и GMP||Инструкция-вкладыш|| ГОСТ Р ИСО 15378-2017,,,,,,,,,,,,
710718813.xlsx,Тексты,425,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,41762401,audience:Были на сайте типографии больше 50 секунд,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,"0,3",Остановлено,,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,"-!как -!как сделать -!когда -!от 1 шт -!своими -!своими руками -!чего -!чем -!что -!что !такое -""хранение парфюма аксессуары"" -1 шт -3d -3д -ai -cdr -gmp -ozon -pdf -png -podrochu -psd -wb -wildberries -youtube -авито -аксессуары -алкоголь -аптека -бады -бесплатно -бесплатный макет -бу -вайлдберриз -вакансии -видео -википедия -вино -выкройка -где -где упаковать -готовое решение -готовый -дерево -деревянная -диплом -еда -зарплата -зачем -значение -исходник -ищем -какое -карточка товара -комментарии -куплю готовое -курсовая -лекарства -лучше !чем -лучший -макет -маленький тираж -малый тираж -маркетплейс -мастер класс -мдф -медицина -мультик -мягкая упаковка -наклейка -напитки -обзор -образец -обувь -объемная -означает -озон -определение -органайзер -отзывы -пакеты -пластик -пленка -пленка пвх -подарок -подставка -полиэтилен -полка -почему -пример -продукты -работа -развертка -резюме -рейтинг -реферат -розница -самому -самостоятельно -сделать самому -сериал -сидр -скачать -скачать макет -смотреть -создание карточек -сравнение -стикер -схема -таблетки -тампопечать -термотрансфер -термоэтикетка -требуется -ультрафиолетовая печать -упаковать подарок -фанера -фармацевтика -фильм -фляга -форум -фулфилмент -хранение -хранение парфюма -хуже -цветомания -чача -чертеж -шаблон -шаблон макета -шелкография -шт -штук -штучно -юла -ютуб -яндекс маркет",,,,,,,,,,,
710718813.xlsx,Тексты,426,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,41115562,audience:Был на сайте Типографии,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,"0,3",Остановлено,,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,427,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,42126593,audience: Были на сайте типографии больше 30 сек и смотрели партфолио Косметика и парфюмерия,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,"0,3",Остановлено,,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,428,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57561791513,коробки для парфюмерии спб,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,429,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57561791514,премиум упаковка спб,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,430,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57561791515,коробки с тиснением спб,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,431,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57561791516,ламинированные коробки спб,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,432,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57561791517,упаковка для кремов спб,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,433,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57561791518,дизайнерская упаковка косметика спб,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,434,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57908572837,"""упаковка для крема""",17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,435,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57908572838,"""коробка для крема""",17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,436,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57908572839,упаковка для парфюма,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,437,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57908572840,коробка для парфюма,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
710718813.xlsx,Тексты,438,Единая перфоманс-кампания,-,Комбинаторное,-,5768578256,Косметика и парфюмерия (Автотаргетинг),10,57908572841,упаковка для косметики,17769394591,,,,Премиум упаковка СПб,Элитная упаковка,,,,,,"Премиум-упаковка из картона . Бархат , кожа , металлизированная бумага. Ручная сборка.",,,,,,,,,,,,,https://direct.yandex.ru/images/direct/4759133/OPT12h0Odfk8IIVMPBOLgQ,,,,,,,,,,,,https://printyard.spb.ru/industries/cosmetics,,205929759852,"Россия, -Сибирь, -Дальний Восток",-,,,Остановлено,Работает везде,Портфолио косметика||Коробки для кремов||Футляры для духов||Тиснение фольгой||О компании||Контакты||||,Примеры упаковки для косметики||Картонные коробки для кремов||Футляры для парфюмерии||Тиснение золотом и серебром||Типография PrintYard в СПб||Свяжитесь с нами||||,https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/portfolio/cosmetics||https://printyard.spb.ru/about||https://printyard.spb.ru/contacts||||,,,,,,,Премиум-отделка||Софт-тач покрытие||Индивидуальный дизайн||Кашированные коробки||Футляры с ложементом||Тиснение фольгой,,,,,,,,,,,,
