Файл,Тип кампании,ID группы,Название группы,Номер группы,ID фразы,Фраза,Тип фразы,Операторы,Статус фразы,Ставка,Регион,Длина
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064663,"""кашированные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064664,"""коробки с магнитным клапаном""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064665,"""шляпные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064666,"""коробки с ложементом""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064667,"""премиум подарочные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064668,"""коробки для бутылки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064669,"""подарочные кейсы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064670,"""брендированные подарочные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",35
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064671,"""коробки для сувениров""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064672,"""кашированная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064673,"""жесткие подарочные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064674,[подарочные коробки],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064675,[подарочная упаковка],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064676,[кашированные коробки],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57919064677,[коробки с ложементом],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5760364449,Подарочная упаковка (Ключи),5,57996258289,типография +упаковка,Ключевая,+,Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,41762401,audience:Были на сайте типографии больше 50 секунд,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",50
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,41115562,audience:Был на сайте Типографии,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,42126781,audience:Были на сайте типографии больше 30 сек и смотрели партфолио HoReCa,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",75
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57486419813,"""упаковка для horeca спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57486419814,"""меню печать спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57486419815,"""упаковка на вынос спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57486419816,"""брендирование сервиса спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57500368066,"""коробки для доставки спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",26
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57500368067,"""крафт-пакеты с логотипом""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",26
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,205761965141,---autotargeting,Автотаргетинг,,Приостановлена,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57909452432,"""упаковка для horeca""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57909452433,"""меню печать""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",13
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57909452434,"""упаковка на вынос""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57909452435,"""брендирование сервиса""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57909452436,"""коробки для доставки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071116,"""упаковка для ресторанов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071117,"""коробки для пиццы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071118,"""упаковка для фаст-фуда""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071119,"""брендированная упаковка для кафе""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071120,"""меню для ресторанов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071121,"""изготовление меню""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071122,"""крафт упаковка для ресторанов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071123,"""коробки для супов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071124,"""упаковка для бургеров""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071125,[упаковка для horeca],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071126,[печать меню],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",13
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071127,[коробки для пиццы],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57919071128,[упаковка для ресторанов],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57996547235,бумажная упаковка для блинов,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57996778537,упаковка для шаурмы бумажная,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57996778538,упаковка для шаурмы с логотипом,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57996778539,упаковка для шаурмы картонная,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",29
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57996778540,брендированная упаковка для шаурмы,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5761965141,HoReCa (Ключи),6,57996778541,"""упаковка для шаурмы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,41762401,audience:Были на сайте типографии больше 50 секунд,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",50
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,41115562,audience:Был на сайте Типографии,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,42126805,audience: Были на сайте типографии больше 30 сек и смотрели партфолио Промо и спецпроекты,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",89
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57486432313,инфлюенс кейсы спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57486432315,промо упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57500372134,специальные проекты упаковка,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57500372135,рекламные коробки спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,205761967842,---autotargeting,Автотаргетинг,,Приостановлена,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57909464671,презентационные наборы,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57909464672,VIP наборы,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",10
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57909464673,"""рекламные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57909464674,"""промо упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077259,"""специальная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077260,"""упаковка для спецпроектов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077261,"""промо коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",15
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077262,"""нестандартная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077263,"""упаковка для акций""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077264,"""рекламная картонная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077265,"""промо кейсы""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",13
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077266,[промо упаковка],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077267,[рекламные коробки],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761967842,Промо и спец проекты(Ключи),7,57919077268,[нестандартная упаковка],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,41762401,audience:Были на сайте типографии больше 50 секунд,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",50
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,41115562,audience:Был на сайте Типографии,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,42126642,audience:Были на сайте типографии больше 30 сек и смотрели партфолио Алкоголь и напитки,Аудитория,,,,"Россия, -Сибирь, -Дальний Восток",87
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57486455588,металлизированная упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500380848,упаковка для напитков спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500380849,коробки для соков,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500380850,"""этикетки для бутылок""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500380851,упаковка для алкоголя спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500380852,подарочные кейсы для алкоголя,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",29
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500380853,крафтовая упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500833228,"""печать сухой этикетки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500833229,упаковка для кондитеров,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500833230,"""упаковка для пищевых производств""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57500833231,коробки для продуктов питания,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",29
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,205761972523,---autotargeting,Автотаргетинг,,Приостановлена,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534486,"""печать этикеток""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534487,этикетки для консерв,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534488,производство этикеток для пищевого производства,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",47
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534489,этикетки для продуктов питания,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534490,этикетки для бутылок вино,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534491,"""этикетка для вина""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534492,этикетка для вина купить,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",24
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534493,"""печать этикетки для вина""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",26
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534494,этикетка для бутылок коньяк,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57909534495,"""этикетка для коньяка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084912,"""этикетки для напитков""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084913,"""сухие этикетки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084914,"""этикетки на бутылки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084915,"""этикетки для пива""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",19
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084916,"""этикетки для алкоголя""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084917,"""упаковка для кондитеров""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084918,"""коробки для кондитерских изделий""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084919,"""коробки для тортов""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084920,"""пищевая упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",18
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084921,"""коробки для продуктов питания""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",31
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084922,"""упаковка для чая и кофе""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084923,"""коробки для чая""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084924,"""упаковка для мороженого""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084925,"""самосборные коробки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084926,[этикетки для бутылок],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084927,[печать этикеток],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",17
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084928,[упаковка для кондитеров],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57919084929,[коробки для тортов],Ключевая,[],Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57939191857,фасовка и упаковка бытовой химии,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57939191858,коробка из гофрокартона,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",23
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109984,подарочные кейсы для бутылок спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109985,кейсы для бутылок с ложементом спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109986,подарочные коробки для напитков спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",35
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109987,коробки для бутылок с тиснением спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",35
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109988,печать сухих этикеток спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109989,сухие этикетки для бутылок спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",30
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109990,этикетки для напитков спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109991,печать этикеток для консервов спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",33
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109992,"""пищевая упаковка спб""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109993,упаковка для пищевых производств спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",36
710718813.xlsx,Единая перфоманс-кампания,5761972523,Упаковка и этикетки для продуктов питания и напитков (алк и без алк)(Ключи),8,57965109994,коробки для продуктов спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",25
